% time	cellId	IMSI	frame	sframe	RNTI	mcsTb1	sizeTb1	mcsTb2	sizeTb2
0.654	1	3	66	5	1	28	2196	0	0
0.655	1	3	66	6	1	28	2196	0	0
0.656	1	3	66	7	1	28	2196	0	0
0.657	1	3	66	8	1	28	2196	0	0
0.658	1	3	66	9	1	28	2196	0	0
0.659	1	3	66	10	1	28	2196	0	0
0.66	1	3	67	1	1	28	2196	0	0
0.661	1	3	67	2	1	28	2196	0	0
0.662	1	3	67	3	1	28	2196	0	0
0.663	1	3	67	4	1	28	2196	0	0
0.664	1	3	67	5	1	28	2196	0	0
0.665	1	3	67	6	1	28	2196	0	0
0.666	1	3	67	7	1	28	2196	0	0
0.667	1	3	67	8	1	28	2196	0	0
0.668	1	3	67	9	1	28	2196	0	0
0.669	1	3	67	10	1	28	2196	0	0
0.67	1	3	68	1	1	28	2196	0	0
0.671	1	3	68	2	1	28	2196	0	0
0.672	1	3	68	3	1	28	2196	0	0
0.673	1	3	68	4	1	28	2196	0	0
0.674	1	3	68	5	1	28	2196	0	0
0.675	1	3	68	6	1	28	2196	0	0
0.676	1	3	68	7	1	28	2196	0	0
0.677	1	3	68	8	1	28	2196	0	0
0.678	1	3	68	9	1	28	2196	0	0
0.679	1	3	68	10	1	28	2196	0	0
0.68	1	3	69	1	1	28	2196	0	0
0.681	1	3	69	2	1	28	2196	0	0
0.682	1	3	69	3	1	28	2196	0	0
0.683	1	3	69	4	1	28	2196	0	0
0.684	1	3	69	5	1	28	2196	0	0
0.685	1	3	69	6	1	28	2196	0	0
0.686	1	3	69	7	1	28	2196	0	0
0.687	1	3	69	8	1	28	2196	0	0
0.688	1	3	69	9	1	28	2196	0	0
0.689	1	3	69	10	1	28	2196	0	0
0.69	1	3	70	1	1	28	2196	0	0
0.691	1	3	70	2	1	28	2196	0	0
0.692	1	3	70	3	1	28	2196	0	0
0.693	1	3	70	4	1	28	2196	0	0
0.694	1	3	70	5	1	28	2196	0	0
0.695	1	3	70	6	1	28	2196	0	0
0.696	1	3	70	7	1	28	2196	0	0
0.697	1	3	70	8	1	28	2196	0	0
0.698	1	3	70	9	1	28	2196	0	0
0.699	1	3	70	10	1	28	2196	0	0
0.7	1	3	71	1	1	28	2196	0	0
0.701	1	3	71	2	1	28	2196	0	0
0.702	1	3	71	3	1	28	2196	0	0
0.703	1	3	71	4	1	28	2196	0	0
0.704	1	3	71	5	1	28	2196	0	0
0.705	1	3	71	6	1	28	2196	0	0
0.706	1	3	71	7	1	28	2196	0	0
0.707	1	3	71	8	1	28	2196	0	0
0.708	1	3	71	9	1	28	2196	0	0
0.709	1	3	71	10	1	28	2196	0	0
0.71	1	3	72	1	1	28	2196	0	0
0.711	1	3	72	2	1	28	2196	0	0
0.712	1	3	72	3	1	28	2196	0	0
0.713	1	3	72	4	1	28	2196	0	0
0.714	1	3	72	5	1	28	2196	0	0
0.715	1	3	72	6	1	28	2196	0	0
0.716	1	3	72	7	1	28	2196	0	0
0.717	1	3	72	8	1	28	2196	0	0
0.718	1	3	72	9	1	28	2196	0	0
0.719	1	3	72	10	1	28	2196	0	0
0.72	1	3	73	1	1	28	2196	0	0
0.721	1	3	73	2	1	28	2196	0	0
0.722	1	3	73	3	1	28	2196	0	0
0.723	1	3	73	4	1	28	2196	0	0
0.724	1	3	73	5	1	28	2196	0	0
0.725	1	3	73	6	1	28	2196	0	0
0.726	1	3	73	7	1	28	2196	0	0
0.727	1	3	73	8	1	28	2196	0	0
0.728	1	3	73	9	1	28	2196	0	0
0.729	1	3	73	10	1	28	2196	0	0
0.73	1	3	74	1	1	28	2196	0	0
0.731	1	3	74	2	1	28	2196	0	0
0.732	1	3	74	3	1	28	2196	0	0
0.733	1	3	74	4	1	28	2196	0	0
0.734	1	3	74	5	1	28	2196	0	0
0.735	1	3	74	6	1	28	2196	0	0
0.736	1	3	74	7	1	28	2196	0	0
0.737	1	3	74	8	1	28	2196	0	0
0.738	1	3	74	9	1	28	2196	0	0
0.739	1	3	74	10	1	28	2196	0	0
0.74	1	3	75	1	1	28	2196	0	0
0.741	1	3	75	2	1	28	2196	0	0
0.742	1	3	75	3	1	28	2196	0	0
0.743	1	3	75	4	1	28	2196	0	0
0.744	1	3	75	5	1	28	2196	0	0
0.745	1	3	75	6	1	28	2196	0	0
0.746	1	3	75	7	1	28	2196	0	0
0.747	1	3	75	8	1	28	2196	0	0
0.748	1	3	75	9	1	28	2196	0	0
0.749	1	3	75	10	1	28	2196	0	0
0.75	1	3	76	1	1	28	2196	0	0
0.751	1	3	76	2	1	28	2196	0	0
0.752	1	3	76	3	1	28	2196	0	0
0.753	1	3	76	4	1	28	2196	0	0
0.754	1	3	76	5	1	28	2196	0	0
0.755	1	3	76	6	1	28	2196	0	0
0.756	1	3	76	7	1	28	2196	0	0
0.757	1	3	76	8	1	28	2196	0	0
0.758	1	3	76	9	1	28	2196	0	0
0.759	1	3	76	10	1	28	2196	0	0
0.76	1	3	77	1	1	28	2196	0	0
0.761	1	3	77	2	1	28	2196	0	0
0.762	1	3	77	3	1	28	2196	0	0
0.763	1	3	77	4	1	28	2196	0	0
0.764	1	3	77	5	1	28	2196	0	0
0.765	1	3	77	6	1	28	2196	0	0
0.766	1	3	77	7	1	28	2196	0	0
0.767	1	3	77	8	1	28	2196	0	0
0.768	1	3	77	9	1	28	2196	0	0
0.769	1	3	77	10	1	28	2196	0	0
0.77	1	3	78	1	1	28	2196	0	0
0.771	1	3	78	2	1	28	2196	0	0
0.772	1	3	78	3	1	28	2196	0	0
0.773	1	3	78	4	1	28	2196	0	0
0.774	1	3	78	5	1	28	2196	0	0
0.775	1	3	78	6	1	28	2196	0	0
0.776	1	3	78	7	1	28	2196	0	0
0.777	1	3	78	8	1	28	2196	0	0
0.778	1	3	78	9	1	28	2196	0	0
0.779	1	3	78	10	1	28	2196	0	0
0.78	1	3	79	1	1	28	2196	0	0
0.781	1	3	79	2	1	28	2196	0	0
0.782	1	3	79	3	1	28	2196	0	0
0.783	1	3	79	4	1	28	2196	0	0
0.784	1	3	79	5	1	28	2196	0	0
0.785	1	3	79	6	1	28	2196	0	0
0.786	1	3	79	7	1	28	2196	0	0
0.787	1	3	79	8	1	28	2196	0	0
0.788	1	3	79	9	1	28	2196	0	0
0.789	1	3	79	10	1	28	2196	0	0
0.79	1	3	80	1	1	28	2196	0	0
0.791	1	3	80	2	1	28	2196	0	0
0.792	1	3	80	3	1	28	2196	0	0
0.793	1	3	80	4	1	28	2196	0	0
0.794	1	3	80	5	1	28	2196	0	0
0.795	1	3	80	6	1	28	2196	0	0
0.796	1	3	80	7	1	28	2196	0	0
0.797	1	3	80	8	1	28	2196	0	0
0.798	1	3	80	9	1	28	2196	0	0
0.799	1	3	80	10	1	28	2196	0	0
0.8	1	3	81	1	1	28	2196	0	0
0.801	1	3	81	2	1	28	2196	0	0
0.802	1	3	81	3	1	28	2196	0	0
0.803	1	3	81	4	1	28	2196	0	0
0.804	1	3	81	5	1	28	2196	0	0
0.805	1	3	81	6	1	28	2196	0	0
0.806	1	3	81	7	1	28	2196	0	0
0.807	1	3	81	8	1	28	2196	0	0
0.808	1	3	81	9	1	28	2196	0	0
0.809	1	3	81	10	1	28	2196	0	0
0.81	1	3	82	1	1	28	2196	0	0
0.811	1	3	82	2	1	28	2196	0	0
0.812	1	3	82	3	1	28	2196	0	0
0.813	1	3	82	4	1	28	2196	0	0
0.814	1	3	82	5	1	28	2196	0	0
0.815	1	3	82	6	1	28	2196	0	0
0.816	1	3	82	7	1	28	2196	0	0
0.817	1	3	82	8	1	28	2196	0	0
0.818	1	3	82	9	1	28	2196	0	0
0.819	1	3	82	10	1	28	2196	0	0
0.82	1	3	83	1	1	28	2196	0	0
0.821	1	3	83	2	1	28	2196	0	0
0.822	1	3	83	3	1	28	2196	0	0
0.823	1	3	83	4	1	28	2196	0	0
0.824	1	3	83	5	1	28	2196	0	0
0.825	1	3	83	6	1	28	2196	0	0
0.826	1	3	83	7	1	28	2196	0	0
0.827	1	3	83	8	1	28	2196	0	0
0.828	1	3	83	9	1	28	2196	0	0
0.829	1	3	83	10	1	28	2196	0	0
0.83	1	3	84	1	1	28	2196	0	0
0.831	1	3	84	2	1	28	2196	0	0
0.832	1	3	84	3	1	28	2196	0	0
0.833	1	3	84	4	1	28	2196	0	0
0.834	1	3	84	5	1	28	2196	0	0
0.835	1	3	84	6	1	28	2196	0	0
0.836	1	3	84	7	1	28	2196	0	0
0.837	1	3	84	8	1	28	2196	0	0
0.838	1	3	84	9	1	28	2196	0	0
0.839	1	3	84	10	1	28	2196	0	0
0.84	1	3	85	1	1	28	2196	0	0
0.841	1	3	85	2	1	28	2196	0	0
0.842	1	3	85	3	1	28	2196	0	0
0.843	1	3	85	4	1	28	2196	0	0
0.844	1	3	85	5	1	28	2196	0	0
0.845	1	3	85	6	1	28	2196	0	0
0.846	1	3	85	7	1	28	2196	0	0
0.847	1	3	85	8	1	28	2196	0	0
0.848	1	3	85	9	1	28	2196	0	0
0.849	1	3	85	10	1	28	2196	0	0
0.85	1	3	86	1	1	28	2196	0	0
0.851	1	3	86	2	1	28	2196	0	0
0.852	1	3	86	3	1	28	2196	0	0
0.853	1	3	86	4	1	28	2196	0	0
0.854	1	3	86	5	1	28	2196	0	0
0.855	1	3	86	6	1	28	2196	0	0
0.856	1	3	86	7	1	28	2196	0	0
0.857	1	3	86	8	1	28	2196	0	0
0.858	1	3	86	9	1	28	2196	0	0
0.859	1	3	86	10	1	28	2196	0	0
0.86	1	3	87	1	1	28	2196	0	0
0.861	1	3	87	2	1	28	2196	0	0
0.862	1	3	87	3	1	28	2196	0	0
0.863	1	3	87	4	1	28	2196	0	0
0.864	1	3	87	5	1	28	2196	0	0
0.865	1	3	87	6	1	28	2196	0	0
0.866	1	3	87	7	1	28	2196	0	0
0.867	1	3	87	8	1	28	2196	0	0
0.868	1	3	87	9	1	28	2196	0	0
0.869	1	3	87	10	1	28	2196	0	0
0.87	1	3	88	1	1	28	2196	0	0
0.871	1	3	88	2	1	28	2196	0	0
0.872	1	3	88	3	1	28	2196	0	0
0.873	1	3	88	4	1	28	2196	0	0
0.874	1	3	88	5	1	28	2196	0	0
0.875	1	3	88	6	1	28	2196	0	0
0.876	1	3	88	7	1	28	2196	0	0
0.877	1	3	88	8	1	28	2196	0	0
0.878	1	3	88	9	1	28	2196	0	0
0.879	1	3	88	10	1	28	2196	0	0
0.88	1	3	89	1	1	28	2196	0	0
0.881	1	3	89	2	1	28	2196	0	0
0.882	1	3	89	3	1	28	2196	0	0
0.883	1	3	89	4	1	28	2196	0	0
0.884	1	3	89	5	1	28	2196	0	0
0.885	1	3	89	6	1	28	2196	0	0
0.886	1	3	89	7	1	28	2196	0	0
0.887	1	3	89	8	1	28	2196	0	0
0.888	1	3	89	9	1	28	2196	0	0
0.889	1	3	89	10	1	28	2196	0	0
0.89	1	3	90	1	1	28	2196	0	0
0.891	1	3	90	2	1	28	2196	0	0
0.892	1	3	90	3	1	28	2196	0	0
0.893	1	3	90	4	1	28	2196	0	0
0.894	1	3	90	5	1	28	2196	0	0
0.895	1	3	90	6	1	28	2196	0	0
0.896	1	3	90	7	1	28	2196	0	0
0.897	1	3	90	8	1	28	2196	0	0
0.898	1	3	90	9	1	28	2196	0	0
0.899	1	3	90	10	1	28	2196	0	0
